Customer Code,Recency,Frequency,Monetary,Total Quantity,R_Score,F_Score,M_Score,RFM_Score_Sum,RFM_Segment,Cluster_ID,Cluster_Name
L002,55,12,38364.0,1280.0,10,1,1,12,New Customers,4,Segment 3
L003,85,21,14244.0,1018.0,9,1,1,11,New Customers,4,Segment 3
L004,15,19,3805.8,198.0,10,1,1,12,New Customers,4,Segment 3
L005,518,2,611.1,42.0,2,1,1,4,Lost Customers,4,Segment 3
L006,8,39,8090.7,418.0,10,1,1,12,New Customers,4,Segment 3
L007,569,1,252.0,120.0,1,1,1,3,Lost Customers,4,Segment 3
L008,2,172,378941.4,25572.0,10,1,1,12,New Customers,5,Sub-Segment 1
L009,10,31,189531.0,12870.0,10,1,1,12,New Customers,4,Segment 3
L010,1,109,33062.7,2557.0,10,1,1,12,New Customers,4,Segment 3
L011,2,33,51339.0,5802.0,10,1,1,12,New Customers,4,Segment 3
L012,8,59,21597.0,1440.0,10,1,1,12,New Customers,4,Segment 3
L013,455,5,1914.6,105.0,3,1,1,5,Lost Customers,4,Segment 3
L014,1,64,28883.1,1932.0,10,1,1,12,New Customers,4,Segment 3
L015,20,14,2715.3,306.0,10,1,1,12,New Customers,4,Segment 3
L016,1,483,1688595.9,111734.0,10,1,2,13,New Customers,6,Sub-Segment 2
L017,2,37,10039.5,399.0,10,1,1,12,New Customers,4,Segment 3
L019,13,17,4564.8,648.0,10,1,1,12,New Customers,4,Segment 3
L020,36,4,814.35,56.0,10,1,1,12,New Customers,4,Segment 3
L023,35,15,2845.7999999999997,372.0,10,1,1,12,New Customers,4,Segment 3
L024,9,62,35635.8,2976.0,10,1,1,12,New Customers,4,Segment 3
L025,167,11,1944.0,132.0,8,1,1,10,New Customers,4,Segment 3
L028,183,7,1687.65,135.0,7,1,1,9,New Customers,4,Segment 3
L029,7,46,13072.199999999999,1056.0,10,1,1,12,New Customers,4,Segment 3
L030,572,1,243.0,12.0,1,1,1,3,Lost Customers,4,Segment 3
L031,15,22,5763.9,368.0,10,1,1,12,New Customers,4,Segment 3
L032,41,21,6675.45,786.0,10,1,1,12,New Customers,4,Segment 3
L033,23,23,12554.4,962.0,10,1,1,12,New Customers,4,Segment 3
L034,48,17,4962.0,308.0,10,1,1,12,New Customers,4,Segment 3
L035,526,3,743.4,54.0,1,1,1,3,Lost Customers,4,Segment 3
L036,330,17,3150.8999999999996,198.0,5,1,1,7,New Customers,4,Segment 3
L037,3,10,1896.9,370.0,10,1,1,12,New Customers,4,Segment 3
L038,5,36,35221.35,1872.0,10,1,1,12,New Customers,4,Segment 3
L039,8,28,7751.25,625.0,10,1,1,12,New Customers,4,Segment 3
L040,2,39,12557.1,810.0,10,1,1,12,New Customers,4,Segment 3
L041,119,3,2403.9,193.0,8,1,1,10,New Customers,4,Segment 3
L042,6,6,4626.9,220.0,10,1,1,12,New Customers,4,Segment 3
L043,43,15,2634.9,204.0,10,1,1,12,New Customers,4,Segment 3
L044,19,4,927.9000000000001,102.0,10,1,1,12,New Customers,4,Segment 3
L045,1,6,758.85,67.0,10,1,1,12,New Customers,4,Segment 3
M002,3,78,17965.8,1404.0,10,1,1,12,New Customers,4,Segment 3
M003,471,3,550.8,72.0,2,1,1,4,Lost Customers,4,Segment 3
M004,3,162,41661.15,3321.0,10,1,1,12,New Customers,4,Segment 3
M005,16,25,8528.4,1128.0,10,1,1,12,New Customers,4,Segment 3
M006,23,25,70706.7,4878.0,10,1,1,12,New Customers,4,Segment 3
M007,62,6,1272.6,74.0,9,1,1,11,New Customers,4,Segment 3
M008,1,41,7954.650000000001,590.0,10,1,1,12,New Customers,4,Segment 3
M009,20,7,1948.05,197.0,10,1,1,12,New Customers,4,Segment 3
M010,82,25,10876.8,686.0,9,1,1,11,New Customers,4,Segment 3
M011,36,37,13829.699999999999,1210.0,10,1,1,12,New Customers,4,Segment 3
M012,15,8,3045.0,230.0,10,1,1,12,New Customers,4,Segment 3
M013,535,1,182.25,9.0,1,1,1,3,Lost Customers,4,Segment 3
M014,128,7,1214.55,64.0,8,1,1,10,New Customers,4,Segment 3
M015,575,1,347.4,36.0,1,1,1,3,Lost Customers,4,Segment 3
M016,258,11,1383.075,558.0,6,1,1,8,New Customers,4,Segment 3
M017,20,6,1584.75,119.0,10,1,1,12,New Customers,4,Segment 3
